id,title,year,movie_embedding
581,"Celluloid Closet, The",1995,"[0.010488033,0.00070428627,0.0018745881,0.0017883673,0.0020166424,-0.0042362367,-0.0076258997,0.0030865695,0.010069378,0.008354853,-0.0011147266,0.022853235,0.00073864264,0.00715546,0.013262684,0.010478907,-0.007369862,0.010542105,0.0002721974,-0.0023183234,0.0136777805,0.010745916,0.0036239151,0.018902233,0.023773177,0.008137198,0.006730354,-0.005749572,-0.004108242,0.0035145173,0.014324781,-0.018570844,0.011836296,-0.0014883579,-0.0050210604,0.007646082,0.02010128,-0.0085192425,0.0026407298,0.00015300876,0.008883119,0.0077424217,0.010197225,0.002015031,0.001966658,-0.008452377,0.023920355,0.007287662,-0.0045159217,0.0172567,-0.0027823134,0.0032181188,-0.008744794,-0.018944329,-0.003758197,0.0021143432,-0.008878214,9.978953e-05,0.010913215,0.016869614,0.0030653775,-0.0034772817,0.016878745,-0.012467969,-0.008142711,0.007422076,-0.0073423125,0.0052375463,0.0032765202,0.008406206,0.0054717204,0.002823329,0.01004066,0.010568829,0.008212249,0.014694819,0.017065134,0.0044940948,-0.00040289518,0.0143096,0.0014397237,0.007388877,-0.0052196737,0.029369665,0.012235797,0.014101275,0.011895075,-0.013509561,0.004781692,-0.003949431,-0.0059938673,0.011909164,0.024926594,0.013029369,-0.0015875368,-0.004730601,0.012386188,0.0054655783,0.0049562035,0.01293602]"
582,Unknown,,"[0.014655208,0.009803595,0.009811516,0.0063755666,0.008595306,0.005569532,0.006100124,0.012566133,0.006978446,0.0054230755,0.010378695,-0.0026451966,-0.016518554,0.021506963,0.011708783,0.0020826648,-0.0022199338,-0.010838866,-0.007051758,0.00033881838,0.009868032,0.007671382,0.010395377,0.014640712,0.012728597,-0.006342936,-0.007191445,-0.024935504,0.011740384,-0.00040298828,0.0032097204,-0.008164475,0.0050205924,0.0010405551,0.0020831197,-0.0035021903,0.008897557,0.00331821,0.01410714,0.002812274,0.003589588,0.006005333,-0.011856616,-0.011037577,0.00691128,0.0076195705,0.008861362,-0.0022441451,0.008252472,-0.0033160953,-0.004783374,0.013898097,-0.011602939,0.006923898,0.011025876,0.005453802,-0.011588203,0.015379123,0.0037256752,0.0035583868,0.0010427298,0.0073649557,-0.010583488,-0.015616286,-0.0018912819,0.027611092,0.0077136955,0.0010445111,-0.00745428,0.024257844,-0.0019890394,0.006889556,0.01054466,0.019004483,0.007631684,0.021521391,0.020348832,0.010791327,0.009760839,-0.013576259,-0.0108774835,0.01893675,-0.00014531045,0.014920003,0.0034325917,0.009735977,0.011849752,0.0033614435,0.0006670017,-0.013833807,-0.0022148811,0.023923172,0.008145249,0.011057577,-0.009164848,-0.007340594,0.014258156,-0.0026728867,0.012527765,0.013349418]"
583,Dear Diary (Caro Diario),1994,"[-0.0047344123,-0.01190434,0.00015795811,-0.014213217,-0.00015377963,-0.00049592473,0.003094319,0.007920693,0.0014071702,-0.0074110795,-0.024721172,-0.008218612,0.0136857405,-0.0034070513,-0.017059127,0.022871904,0.005694758,0.0058452887,0.011740314,-0.013207809,-0.015931506,-0.006176695,0.0046617235,0.017873466,0.0074344072,0.022140231,0.019094946,0.0020854673,0.0060264687,0.0062999628,0.0025457155,0.0062094675,0.011233651,0.014002572,0.011212692,0.01766756,-0.009074624,0.0059274784,0.0004309453,0.007965859,-0.0002755713,0.023166709,-0.013826903,0.005341599,-0.0012757484,0.010869936,0.014674691,0.0029283827,-0.00032098705,-0.005573462,0.007563873,0.021326939,0.010566742,0.018587977,-0.00046014128,-0.0074503003,0.0010527555,-0.011328709,-0.0015881419,-0.0041776495,0.011310666,0.0039205477,0.0063169496,0.027123356,0.00097394135,0.0045819753,9.007995e-05,0.021726143,-0.011092504,-0.015657943,0.00798222,-0.0075605656,0.010334955,-0.0031692565,0.010820431,0.011544199,0.00782865,0.013082343,0.031512316,0.006368019,0.014375264,0.0014997345,-0.010268662,-0.013273892,0.0077260705,-0.0069586453,-0.005125227,0.009411142,-0.0020124551,0.015394436,0.01656777,0.0022946084,0.0004162136,0.022239165,0.009298055,-0.0011554103,0.004614368,-0.012102438,0.0015808698,-0.016577778]"
584,Unknown,,"[0.011372199,0.0028420603,0.006794896,0.005556133,0.0075251367,0.0130951,0.004591532,0.0037363016,0.011658427,-0.003917553,-0.000104105966,-0.0039319256,0.016048316,0.0069896486,-0.0038181273,0.0056778397,0.007879331,-0.0006446318,0.018595971,-0.0074389866,0.002738802,-0.00090669136,-0.017811606,0.011363663,0.0077265347,-0.0014191673,0.010612204,-0.0009915356,0.0068008928,-0.012866649,0.009160241,0.014030895,0.008090796,0.005647099,0.022893688,0.0067187855,-0.00017298572,0.005592371,-0.0076949284,0.010804094,0.0016157221,-0.0032384759,0.0041818554,0.0081362445,-0.009174069,-0.020625181,0.022301435,-0.0073178727,0.0150253875,-0.01018453,-0.012783231,0.013792462,0.023795819,-0.018493216,0.016414618,0.00316136,0.020453254,0.007906209,0.00650951,-0.003623657,0.011916972,0.004587339,0.0006759762,0.0032306565,-0.00022883511,0.004850746,0.012518151,0.0040258034,-0.0062598367,5.2649644e-05,-0.0016141811,-0.0012173472,-0.0032595817,0.006180814,-0.009640256,-0.0003826451,0.0067500924,0.014514397,-0.0041955393,-0.009312109,0.021236485,0.0051747193,0.019306079,0.008104967,0.0044729365,0.012819329,0.021201506,-0.0017782797,0.018089307,-0.01138183,0.01631564,0.0159508,-0.0011609852,-0.009300361,-1.1575705e-05,0.006507141,0.005522078,0.0011828184,-0.0029454257,0.0010113713]"
588,Aladdin,1992,"[0.016683098,0.013989692,-0.0015375233,0.0011478078,0.002135805,0.010733248,-0.008579398,0.015254418,-0.0064518056,-0.003005611,0.005665342,-0.015517586,0.0069931075,0.0020469981,0.0048802136,0.010664091,0.02005279,0.019475156,0.007340264,0.0037368285,0.015005918,0.004697697,-0.004359066,0.0077965776,0.012784106,-0.0015797542,0.009982992,-0.002268011,0.015755327,-0.00057743036,0.0035767304,-0.0015138139,-0.0065935166,0.010636789,0.0103903795,0.015636386,0.0047512953,0.008354228,-0.011798227,0.005148164,0.007178438,0.0021670365,0.010614678,-0.0005981841,-0.010006674,0.0032971432,0.0030421335,0.0131686255,-0.0050069503,0.007474062,0.004330405,0.004141868,-0.0023235518,0.0036624481,-0.0010091974,0.0007066436,0.016573371,0.0025697604,0.001398132,-0.010566385,0.0069277454,-0.0011122033,0.0034627593,0.0057760538,0.0075494363,0.007856562,0.0041255783,0.014248395,0.0010263241,-0.0051416433,-0.0021060198,-0.0021294646,0.011689729,-0.0046565337,0.0083289035,-0.011524609,0.020995174,0.009323229,0.010194379,0.0146873,0.0037345518,0.013291112,0.013228313,0.0015290462,0.002893945,0.0129944,0.03197033,0.030978654,-0.011640506,0.01965175,-0.0037662527,0.0021702154,0.0035457667,0.0019146713,0.00200624,-0.0030151324,-0.006208049,0.01047277,0.0022389095,0.013867736]"
589,Terminator 2: Judgment Day,1991,"[-0.00013054095,0.022316739,0.0073971995,0.010781863,-0.008769977,-0.011489502,-0.008452537,-0.0007737266,-0.0048501533,-0.003305008,0.011962565,-0.0042108763,0.004119836,0.0050486075,0.0043016714,-0.010119551,0.007731317,-0.0030126774,0.01584213,0.00503832,-0.0026588542,0.014278229,-0.0015796208,0.016751802,0.018963717,-0.0010773465,-0.0048738695,0.01768909,0.009128198,0.00934864,0.00034578974,0.009680538,-0.0035183053,0.0033549168,0.012129546,0.0023288836,0.004083239,0.0026516696,-0.0025602537,0.010964939,0.023146005,-0.011162075,0.0032790902,0.01773798,-0.0062434715,0.016230494,0.0021772354,-0.011022376,0.0071906727,0.02240824,-0.0032534986,0.0040994924,-0.0025379618,-0.0133420285,0.009123481,-0.0055896537,0.020043876,0.013118612,0.0034997517,0.0059953947,0.011746495,0.0050519668,-0.0017598184,-0.009974955,0.00391843,0.005435573,-0.020133328,-0.010477466,-0.008461007,0.0054929093,-0.0067648743,0.0019369583,0.0019843294,0.016806988,-8.4491396e-05,0.007478999,0.0004638351,-0.0016046728,0.009431769,0.008949768,0.011222423,0.014053885,0.00827138,0.016446864,0.002012889,0.0072998633,0.018266523,-0.0023577278,-0.011272394,0.010536744,0.015292151,-0.00036091302,0.0060191816,-0.005877509,-0.0063676317,0.0096544465,-0.012967627,0.009945653,-0.004231681,-0.00785777]"
590,Dances with Wolves,1990,"[0.005256197,-0.00031555773,0.0026993484,-0.051137913,-0.015787754,0.040779497,-0.050012574,-0.048095576,0.0049472586,0.05481366,-0.011992947,0.00017028664,-0.022167206,0.004998603,-0.0027393298,0.025774557,-0.0015043041,-0.016231919,-0.054169104,0.028267205,0.06598432,0.018901983,-0.03646351,-0.038891688,0.012132065,-0.00018897084,0.053320978,0.006178273,-0.029206442,0.02838749,-0.022093002,0.02860477,-0.0044998107,0.0055100317,-0.026150791,-0.033415273,-0.004597292,-0.014034285,0.011025335,-0.00071314414,-0.01658185,-0.005875702,0.059950855,0.011754122,-0.002911284,-0.0024960497,0.01701992,-0.0067106686,-0.033822093,0.003621026,0.037721027,0.013413659,0.01917307,0.0057186987,0.04560639,-0.036955316,-0.030659838,-0.028447961,0.06837684,0.015591673,0.027096786,0.03895642,0.012136815,-0.040910702,0.03616908,-0.017022885,0.0013361024,0.013583856,0.01477836,0.021121148,0.014840966,0.008999311,0.012719788,0.035434958,-0.007923757,0.015711702,0.043177933,0.011119052,0.013248419,-0.007983153,0.043285314,0.06301154,-0.04094312,-0.04050529,-0.01762301,-0.010456172,-0.042067967,0.036216617,0.00072122057,0.05091727,-0.0076626185,0.024909839,-0.023155782,-0.0019142344,0.04592265,0.045118995,-0.030154001,0.06426486,-0.016014716,0.081306085]"
591,Unknown,,"[0.010662866,-0.0133209545,0.004112569,0.0060524656,-0.00580193,0.0033606393,-0.007952846,0.01824702,0.0037796968,-0.010454036,-0.007648648,0.014273826,0.007474413,0.0010683006,0.010150943,-0.008011851,0.005765392,-0.0030965074,-0.011595895,0.00019374308,0.023089731,0.015390247,0.010452167,0.01096859,0.017859733,-0.0006865711,-0.019703962,-0.0060996697,0.0027374157,0.00245398,-0.0005059876,0.0017869718,0.02959787,0.024933314,0.011796796,0.021612713,0.024448693,0.0134932855,-0.0034262396,-0.004532739,-0.009844143,0.0077796653,-0.0016172789,-0.014661985,-0.00602068,0.015047744,-0.0065994677,0.016735792,0.009493738,-0.0088674985,0.01345515,0.013431275,-0.0044122096,0.011375203,0.021829117,-0.0011996294,0.015126053,-0.009965088,0.0129387295,-0.007402454,-0.0026225883,-0.013273154,-0.008591498,0.02144743,0.0104044285,0.007867746,-0.013204044,0.021484392,0.017762005,0.00015471314,0.017692734,-0.003226947,-0.00433403,0.007429517,-0.0032803018,0.012856897,-0.015335481,0.006483098,0.00638251,-0.013512277,0.020271627,0.0027061019,0.018996093,0.013536214,0.013794523,-0.0023117664,0.011578962,-0.0038866855,-0.01561638,-0.00095720054,-0.0022019509,-0.024667976,0.017316159,0.0015720857,0.0038863467,-0.009972442,-0.0023710313,0.0011664537,0.018875023,-0.010619944]"
592,Batman,1989,"[-0.0039364086,0.009108275,0.016018823,0.006529385,0.003885954,0.021322308,-0.0029924437,-0.010727039,0.016132852,0.0054325196,-0.0049850703,-0.002436867,0.0032794166,0.0031464195,0.005943409,0.028655438,0.01548615,0.006326285,0.023720333,-0.0020707278,0.0053776694,-0.013582654,-0.019163407,0.017991005,-0.011936,0.0041544735,-0.009805737,-0.0007768626,0.0071897153,0.00063001586,0.011411138,0.010180411,0.0046565225,0.008416491,0.019028855,-0.0022314582,-0.0037795287,0.019578507,-0.0030477114,0.009665735,-0.0036536525,-0.0063132057,0.013195236,-0.0041558854,-0.0014197901,-0.008108483,0.017674435,-0.001637105,0.011777846,0.011799775,-0.0005970071,0.006307403,0.008810784,-0.0027609349,0.0027837378,-0.0052590864,0.022558007,0.01189484,0.0040449956,-0.011664816,-0.0058089267,0.005687304,-0.00491611,0.008615296,0.012190309,-0.00555118,0.009708399,0.01596749,-0.002763428,-0.006054427,0.010469451,0.016871875,0.0055155004,-0.00012936252,-0.016171807,-0.00388717,0.016135957,0.019868521,0.0066845287,-0.0043888274,0.02260927,0.0005013784,0.007350338,-0.0016981104,-0.0046220254,0.01774788,0.019118914,0.015470834,0.01569927,0.00038847473,0.014660139,0.009170499,0.0055310754,-0.016729772,0.0071247304,-0.00378916,0.008794506,-0.006474301,-0.003095202,0.008059003]"
593,"Silence of the Lambs, The",1991,"[-0.008818696,0.0006899137,0.016018132,-0.0015669093,0.004402778,-0.002937556,-0.0033373039,0.021550462,0.005865058,-0.028636286,-0.0072429874,0.012959584,0.00921625,0.013125134,0.0032119697,0.016025575,-0.010055435,0.02107522,0.009410119,-0.001362505,0.018605942,0.017144429,0.038522422,0.007289844,0.024677483,0.021310968,0.011387565,-0.01638028,-0.0065685175,0.006631587,0.019657915,-0.019426491,0.0064811055,-0.00079246453,0.0031865428,0.01024895,-0.010369033,0.022053242,0.014555797,-0.0068593794,0.009044859,0.008184666,-0.017871805,0.0043664766,0.016600562,-0.0052285227,0.008279431,0.020559007,0.0054479945,0.006174406,0.030646084,-0.003618614,-0.0009059351,0.009613795,0.00882094,0.01721696,-0.016755011,0.011752831,0.021141611,-0.022849355,0.021581063,0.0016626047,-0.014161949,-0.0021553668,0.02266465,0.019131495,0.02303679,-0.0027220335,0.017151663,0.005999304,0.010270087,-0.00034510373,0.0009154413,-0.005176717,-0.0068425043,0.0015549313,0.028596789,0.022573337,0.009077237,0.025852965,-0.002496797,0.014758027,0.016805556,0.0057712384,0.03520855,0.027063075,-0.008075465,-0.002668229,-0.006390083,-0.0028390891,0.008151499,-0.015036769,0.012857265,-0.010136223,0.018791152,-0.005070847,0.013827822,0.017712718,-0.0050098333,-3.7934216e-05]"
594,Snow White and the Seven Dwarfs,1937,"[0.004677779,-0.022001212,-0.01285803,-0.013564921,0.017133078,0.00862226,-0.0024848892,-0.021484572,0.008816141,-0.01236268,0.028348746,0.014619083,-0.009261376,-0.033826172,0.0065458883,-0.03304629,-0.026812945,-0.037002902,-0.038779333,-0.024261288,-0.028834144,-0.016851252,-0.025622753,0.019392835,-0.022844523,0.035371896,0.010072123,0.012742481,0.026847051,-0.011254921,0.055672787,0.0049979496,-0.011842787,-0.050674938,0.058630448,0.07081487,-0.039636396,0.037926383,0.012698848,0.0056189443,-0.0028480655,0.054242667,-0.0035427185,0.008928177,0.05875644,-0.028113225,0.005276108,-0.03553404,0.023171386,-0.013448007,0.013108344,0.010243012,0.033946175,0.021453187,-0.014281576,0.0463813,-0.02202401,-0.0012968661,0.02431145,0.020718563,0.018326003,0.008673894,0.008162989,0.03821842,0.048194654,-0.01844362,0.026862074,0.015835691,-0.0005795009,0.003408021,0.0061191455,0.0015540636,-0.041255325,-0.0071922294,-0.00049352285,-0.011562732,-0.0056692413,0.062051244,-0.0070367036,-0.009816704,0.056285612,0.025431333,0.0066179167,-0.017461697,0.011934427,-0.005103337,0.042138536,-0.023382206,0.012873087,-0.015614981,-0.012571034,-0.012762289,0.008957836,0.043976076,0.019892273,0.023639835,-0.017515235,0.0027066178,-0.00024384903,0.008938375]"
595,Beauty and the Beast,1991,"[0.010750498,-0.0027741778,0.0007608614,0.0066994475,-0.00016697819,0.0073440415,0.01681819,0.008132341,0.0003530698,0.0031647326,0.0016275988,0.0017056689,0.0038299994,-0.004734585,0.0031152423,-0.02050497,-0.0066931243,-0.01050799,-0.0080245165,-0.0019894184,0.0062577687,0.015037796,0.003904958,0.017503785,0.004210258,-0.00072817534,0.00094906095,-0.003997339,-0.001236218,-0.0020764028,-0.007153175,0.0022044643,-0.0069706244,0.0051993052,0.013201738,0.017983006,-0.008127849,0.01241235,-0.0012134674,0.016333926,0.0014237647,-0.003687381,-0.0036176378,-0.013005248,0.011077994,0.013612961,-0.004232922,0.0021300411,0.008997442,-0.002314137,0.023590125,-0.013655555,-0.011443997,-0.009676615,0.0024354297,0.004795156,-0.002175151,-0.00070276286,0.0017067763,0.0005361106,-0.0076751886,0.0036292055,0.0014670666,0.0017999946,0.007160977,0.004850213,0.009181768,-0.011895872,0.0032076987,-0.0014182895,-0.002157415,0.0113012185,0.005649049,-0.0063797724,-0.0052474677,0.01152995,-0.011701083,0.008893063,-0.0012030671,-0.011349603,0.004187479,0.0017352067,0.007223204,0.0038768458,0.0007222885,0.010501508,-0.0048202015,-0.0072940416,-0.0076011405,0.005482731,0.009750744,-0.005194823,-0.0023673102,-0.0047816853,0.01428708,-0.008731767,-0.012882507,0.0059874356,0.0025683963,-0.0056296834]"
596,Pinocchio,1940,"[-0.046930894,0.009450043,-0.008379476,0.026293775,-0.00567157,0.0010180222,0.006853317,-0.03094384,0.050004546,0.0029986019,0.0037195368,-0.014624544,-0.0020640776,-0.00628963,-0.0047192504,-0.033363048,0.03889656,0.007402245,-0.019448709,0.031641178,-0.0044355527,0.0070682205,-0.02688091,-0.019110993,0.011265011,0.07091102,0.008698246,-0.004182975,0.0022798174,-0.0077200993,-0.03675741,0.026245374,0.041397933,0.002876868,-0.013156505,0.01271769,0.036615398,-0.0347024,0.00889517,0.014193348,0.047814377,0.014651703,-0.0013279567,0.04152078,0.016462024,-0.03460192,0.010437342,0.028005041,0.0013137817,-0.10966581,0.029356739,0.0035326497,0.013845718,0.040736176,-0.00057070964,0.058859397,-0.036773954,0.05598117,-0.016909698,-0.033842407,-0.021996027,-0.0063169724,-0.045586772,-0.022322696,0.040304154,-0.022734568,-0.041754913,0.0003880514,-0.014871671,0.02125364,-0.0030296773,0.020751504,-0.009008778,-0.024296429,0.051967606,0.0670252,0.023532579,0.009441496,0.010777569,0.022876373,-0.017466875,0.024938714,0.06524251,0.029579911,0.01120572,0.006904441,0.027320094,0.024056455,0.05585843,-0.008689685,-0.05792776,0.027535344,-0.011113674,0.023380185,0.0046398416,-0.021477561,0.021121278,0.031781506,-0.0067354185,0.0050026206]"
597,Pretty Woman,1990,"[-0.052910663,-0.003843754,-0.016538426,0.001618877,-0.0350437,0.027944209,0.010859757,0.036304634,-0.05449159,0.028892156,-0.0014773146,-0.020976562,0.0499577,-0.01535775,-0.0133114355,0.06301587,-0.033238903,0.0021564248,0.048933197,-0.037118442,0.014673959,-0.0055201743,0.009391176,-0.028675158,0.010680998,-0.024848854,-0.0502018,0.00070557534,0.0040188376,-0.0037836286,0.05290096,-0.05673667,0.0055377097,-0.0055077765,0.042373613,-0.01250502,-0.0033965348,-0.02569223,-0.008946903,0.030347692,-0.020976568,-0.018723454,-0.007141749,-0.009782262,0.030035108,-0.029090583,-0.0045062713,0.00031511203,-0.021321265,-0.034255378,-0.020706955,-0.011546703,-0.01547137,0.065098554,-0.036331236,0.00596283,0.010621283,0.015950901,0.025964944,0.016711263,0.0040821647,0.02442104,0.01478004,0.030075837,0.028844152,0.019086052,-0.0153835835,0.005223313,0.033304572,-0.02591655,0.019359337,-0.010195845,0.011715876,0.0068758647,0.013250184,0.017166922,0.023131818,-0.0028927682,0.010192893,-0.009480143,8.7491935e-05,0.0021149558,0.022947054,-0.041055012,0.03549592,0.026688822,-0.04589257,0.00045743393,0.036666535,0.059928853,-0.0047792816,0.040528134,-0.001042415,0.05626806,-0.022410253,0.047416303,-0.0033980508,0.030968139,0.029696587,-0.0013282339]"
598,Unknown,,"[0.009715412,-0.0023534214,0.0036992794,0.0010941661,0.0022331062,0.00745114,0.0046167765,-0.00065320655,0.0053926907,0.006176911,-0.015933631,0.010794699,-0.0096428525,-0.0013781305,-0.002145013,0.0067989114,-0.006382313,-0.0047882446,0.00064905203,0.00039958395,0.00539826,0.007980645,-0.0012409545,0.002104705,0.016520394,0.0064875837,-0.0098519195,-0.0026513776,0.008941343,0.0061610783,0.0020147876,-0.0026559376,0.012995352,0.012722007,-0.009572436,0.0020558941,-0.0020411059,-0.008493149,0.0036473668,-0.0032542155,-0.003499136,0.005291423,-0.008475189,-0.0029097977,-0.0040441845,-0.009147051,0.0007497933,0.009247022,0.00024421193,0.0075152772,0.005034664,-0.0022134276,-0.005244733,-0.0036778916,-0.0043643354,-0.003969988,0.009028112,0.015224337,-0.0026428131,0.0023992977,-0.013325756,0.0017529522,0.010389662,0.0046160896,0.0010777027,0.0062832963,-0.0025250432,0.0021111893,-0.021007868,-0.0027510778,0.0035833092,0.00035733197,0.007328277,0.0009491417,0.0007060347,-0.004878238,0.010932754,0.009448435,-0.011041093,0.00868333,0.010593982,-0.0055036927,-0.015612717,0.003887515,0.00081236387,-0.0030666639,-0.0009857528,0.002342257,0.001726159,-0.0034025903,-0.0076316213,0.006375529,0.004045648,0.0033394278,-0.0012173647,0.0035445276,-0.0023245877,0.00090556766,0.0046591237,0.011662596]"
